INFO 2021-06-29 05:54:17,205 daemon Exiting due to SIGINT
INFO 2021-06-29 07:03:55,983 judge_handler Judge disconnected from: ('66.42.48.198', 45714) with name None
INFO 2021-06-29 07:04:27,494 judge_handler Judge connected from: ('172.17.0.2', 37638)
WARNING 2021-06-29 07:04:27,526 judge_handler Authentication failure: ('172.17.0.2', 37638)
INFO 2021-06-29 07:04:27,526 judge_handler Judge disconnected from: ('172.17.0.2', 37638) with name None
INFO 2021-06-29 07:04:28,016 judge_handler Judge connected from: ('113.169.222.240', 42460)
WARNING 2021-06-29 07:04:28,034 judge_handler Authentication failure: ('113.169.222.240', 42460)
INFO 2021-06-29 07:04:28,034 judge_handler Judge disconnected from: ('113.169.222.240', 42460) with name None
INFO 2021-06-29 07:04:56,156 judge_handler Judge connected from: ('66.42.48.198', 45716)
WARNING 2021-06-29 07:04:56,219 judge_handler Authentication failure: ('66.42.48.198', 45716)
INFO 2021-06-29 07:04:56,220 judge_handler Judge disconnected from: ('66.42.48.198', 45716) with name None
INFO 2021-06-29 07:05:27,601 judge_handler Judge connected from: ('172.17.0.2', 37664)
WARNING 2021-06-29 07:05:27,630 judge_handler Authentication failure: ('172.17.0.2', 37664)
INFO 2021-06-29 07:05:27,640 judge_handler Judge disconnected from: ('172.17.0.2', 37664) with name None
INFO 2021-06-29 07:05:34,393 judge_handler Judge connected from: ('113.169.222.240', 42464)
WARNING 2021-06-29 07:05:34,411 judge_handler Authentication failure: ('113.169.222.240', 42464)
INFO 2021-06-29 07:05:34,412 judge_handler Judge disconnected from: ('113.169.222.240', 42464) with name None
INFO 2021-06-29 07:05:56,397 judge_handler Judge connected from: ('66.42.48.198', 45718)
WARNING 2021-06-29 07:05:56,476 judge_handler Authentication failure: ('66.42.48.198', 45718)
INFO 2021-06-29 07:05:56,477 judge_handler Judge disconnected from: ('66.42.48.198', 45718) with name None
INFO 2021-06-29 07:06:27,713 judge_handler Judge connected from: ('172.17.0.2', 37700)
WARNING 2021-06-29 07:06:27,747 judge_handler Authentication failure: ('172.17.0.2', 37700)
INFO 2021-06-29 07:06:27,749 judge_handler Judge disconnected from: ('172.17.0.2', 37700) with name None
INFO 2021-06-29 07:06:41,003 judge_handler Judge connected from: ('113.169.222.240', 42466)
WARNING 2021-06-29 07:06:41,031 judge_handler Authentication failure: ('113.169.222.240', 42466)
INFO 2021-06-29 07:06:41,032 judge_handler Judge disconnected from: ('113.169.222.240', 42466) with name None
INFO 2021-06-29 07:06:56,653 judge_handler Judge connected from: ('66.42.48.198', 45720)
WARNING 2021-06-29 07:06:56,721 judge_handler Authentication failure: ('66.42.48.198', 45720)
INFO 2021-06-29 07:06:56,722 judge_handler Judge disconnected from: ('66.42.48.198', 45720) with name None
INFO 2021-06-29 07:07:27,862 judge_handler Judge connected from: ('172.17.0.2', 37718)
WARNING 2021-06-29 07:07:27,890 judge_handler Authentication failure: ('172.17.0.2', 37718)
INFO 2021-06-29 07:07:27,900 judge_handler Judge disconnected from: ('172.17.0.2', 37718) with name None
INFO 2021-06-29 07:07:47,794 judge_handler Judge connected from: ('113.169.222.240', 42468)
WARNING 2021-06-29 07:07:47,819 judge_handler Authentication failure: ('113.169.222.240', 42468)
INFO 2021-06-29 07:07:47,820 judge_handler Judge disconnected from: ('113.169.222.240', 42468) with name None
INFO 2021-06-29 07:07:56,889 judge_handler Judge connected from: ('66.42.48.198', 45722)
WARNING 2021-06-29 07:07:56,952 judge_handler Authentication failure: ('66.42.48.198', 45722)
INFO 2021-06-29 07:07:56,953 judge_handler Judge disconnected from: ('66.42.48.198', 45722) with name None
INFO 2021-06-29 07:08:27,938 judge_handler Judge connected from: ('172.17.0.2', 37758)
WARNING 2021-06-29 07:08:27,956 judge_handler Authentication failure: ('172.17.0.2', 37758)
INFO 2021-06-29 07:08:27,957 judge_handler Judge disconnected from: ('172.17.0.2', 37758) with name None
INFO 2021-06-29 07:08:54,543 judge_handler Judge connected from: ('113.169.222.240', 42470)
WARNING 2021-06-29 07:08:54,563 judge_handler Authentication failure: ('113.169.222.240', 42470)
INFO 2021-06-29 07:08:54,563 judge_handler Judge disconnected from: ('113.169.222.240', 42470) with name None
INFO 2021-06-29 07:08:57,138 judge_handler Judge connected from: ('66.42.48.198', 45724)
WARNING 2021-06-29 07:08:57,203 judge_handler Authentication failure: ('66.42.48.198', 45724)
INFO 2021-06-29 07:08:57,213 judge_handler Judge disconnected from: ('66.42.48.198', 45724) with name None
INFO 2021-06-29 07:09:28,045 judge_handler Judge connected from: ('172.17.0.2', 37776)
WARNING 2021-06-29 07:09:28,103 judge_handler Authentication failure: ('172.17.0.2', 37776)
INFO 2021-06-29 07:09:28,104 judge_handler Judge disconnected from: ('172.17.0.2', 37776) with name None
INFO 2021-06-29 07:09:57,379 judge_handler Judge connected from: ('66.42.48.198', 45726)
WARNING 2021-06-29 07:09:57,444 judge_handler Authentication failure: ('66.42.48.198', 45726)
INFO 2021-06-29 07:09:57,453 judge_handler Judge disconnected from: ('66.42.48.198', 45726) with name None
INFO 2021-06-29 07:10:01,274 judge_handler Judge connected from: ('113.169.222.240', 42472)
WARNING 2021-06-29 07:10:01,293 judge_handler Authentication failure: ('113.169.222.240', 42472)
INFO 2021-06-29 07:10:01,293 judge_handler Judge disconnected from: ('113.169.222.240', 42472) with name None
INFO 2021-06-29 07:10:28,168 judge_handler Judge connected from: ('172.17.0.2', 37788)
WARNING 2021-06-29 07:10:28,187 judge_handler Authentication failure: ('172.17.0.2', 37788)
INFO 2021-06-29 07:10:28,187 judge_handler Judge disconnected from: ('172.17.0.2', 37788) with name None
INFO 2021-06-29 07:10:57,635 judge_handler Judge connected from: ('66.42.48.198', 45728)
WARNING 2021-06-29 07:10:57,709 judge_handler Authentication failure: ('66.42.48.198', 45728)
INFO 2021-06-29 07:10:57,710 judge_handler Judge disconnected from: ('66.42.48.198', 45728) with name None
INFO 2021-06-29 07:11:06,893 judge_handler Judge connected from: ('113.169.222.240', 42474)
WARNING 2021-06-29 07:11:06,917 judge_handler Authentication failure: ('113.169.222.240', 42474)
INFO 2021-06-29 07:11:06,918 judge_handler Judge disconnected from: ('113.169.222.240', 42474) with name None
INFO 2021-06-29 07:11:28,262 judge_handler Judge connected from: ('172.17.0.2', 37796)
WARNING 2021-06-29 07:11:28,282 judge_handler Authentication failure: ('172.17.0.2', 37796)
INFO 2021-06-29 07:11:28,283 judge_handler Judge disconnected from: ('172.17.0.2', 37796) with name None
INFO 2021-06-29 07:11:57,886 judge_handler Judge connected from: ('66.42.48.198', 45730)
WARNING 2021-06-29 07:11:57,945 judge_handler Authentication failure: ('66.42.48.198', 45730)
INFO 2021-06-29 07:11:57,946 judge_handler Judge disconnected from: ('66.42.48.198', 45730) with name None
INFO 2021-06-29 07:12:13,084 judge_handler Judge connected from: ('113.169.222.240', 42476)
WARNING 2021-06-29 07:12:13,104 judge_handler Authentication failure: ('113.169.222.240', 42476)
INFO 2021-06-29 07:12:13,109 judge_handler Judge disconnected from: ('113.169.222.240', 42476) with name None
INFO 2021-06-29 07:12:28,362 judge_handler Judge connected from: ('172.17.0.2', 37804)
WARNING 2021-06-29 07:12:28,376 judge_handler Authentication failure: ('172.17.0.2', 37804)
INFO 2021-06-29 07:12:28,377 judge_handler Judge disconnected from: ('172.17.0.2', 37804) with name None
INFO 2021-06-29 07:12:58,114 judge_handler Judge connected from: ('66.42.48.198', 45732)
WARNING 2021-06-29 07:12:58,177 judge_handler Authentication failure: ('66.42.48.198', 45732)
INFO 2021-06-29 07:12:58,178 judge_handler Judge disconnected from: ('66.42.48.198', 45732) with name None
INFO 2021-06-29 07:13:19,415 judge_handler Judge connected from: ('113.169.222.240', 42478)
WARNING 2021-06-29 07:13:19,437 judge_handler Authentication failure: ('113.169.222.240', 42478)
INFO 2021-06-29 07:13:19,443 judge_handler Judge disconnected from: ('113.169.222.240', 42478) with name None
INFO 2021-06-29 07:13:28,464 judge_handler Judge connected from: ('172.17.0.2', 37812)
WARNING 2021-06-29 07:13:28,490 judge_handler Authentication failure: ('172.17.0.2', 37812)
INFO 2021-06-29 07:13:28,500 judge_handler Judge disconnected from: ('172.17.0.2', 37812) with name None
INFO 2021-06-29 07:13:58,367 judge_handler Judge connected from: ('66.42.48.198', 45734)
WARNING 2021-06-29 07:13:58,429 judge_handler Authentication failure: ('66.42.48.198', 45734)
INFO 2021-06-29 07:13:58,430 judge_handler Judge disconnected from: ('66.42.48.198', 45734) with name None
INFO 2021-06-29 07:14:26,013 judge_handler Judge connected from: ('113.169.222.240', 42480)
WARNING 2021-06-29 07:14:26,044 judge_handler Authentication failure: ('113.169.222.240', 42480)
INFO 2021-06-29 07:14:26,045 judge_handler Judge disconnected from: ('113.169.222.240', 42480) with name None
INFO 2021-06-29 07:14:28,595 judge_handler Judge connected from: ('172.17.0.2', 37852)
WARNING 2021-06-29 07:14:28,606 judge_handler Authentication failure: ('172.17.0.2', 37852)
INFO 2021-06-29 07:14:28,607 judge_handler Judge disconnected from: ('172.17.0.2', 37852) with name None
INFO 2021-06-29 07:14:58,611 judge_handler Judge connected from: ('66.42.48.198', 45736)
WARNING 2021-06-29 07:14:58,678 judge_handler Authentication failure: ('66.42.48.198', 45736)
INFO 2021-06-29 07:14:58,679 judge_handler Judge disconnected from: ('66.42.48.198', 45736) with name None
INFO 2021-06-29 07:15:28,695 judge_handler Judge connected from: ('172.17.0.2', 37882)
WARNING 2021-06-29 07:15:28,721 judge_handler Authentication failure: ('172.17.0.2', 37882)
INFO 2021-06-29 07:15:28,721 judge_handler Judge disconnected from: ('172.17.0.2', 37882) with name None
INFO 2021-06-29 07:15:32,775 judge_handler Judge connected from: ('113.169.222.240', 42482)
WARNING 2021-06-29 07:15:32,786 judge_handler Authentication failure: ('113.169.222.240', 42482)
INFO 2021-06-29 07:15:32,786 judge_handler Judge disconnected from: ('113.169.222.240', 42482) with name None
INFO 2021-06-29 07:15:58,853 judge_handler Judge connected from: ('66.42.48.198', 45738)
WARNING 2021-06-29 07:15:58,913 judge_handler Authentication failure: ('66.42.48.198', 45738)
INFO 2021-06-29 07:15:58,913 judge_handler Judge disconnected from: ('66.42.48.198', 45738) with name None
INFO 2021-06-29 07:16:28,766 judge_handler Judge connected from: ('172.17.0.2', 37912)
WARNING 2021-06-29 07:16:28,802 judge_handler Authentication failure: ('172.17.0.2', 37912)
INFO 2021-06-29 07:16:28,804 judge_handler Judge disconnected from: ('172.17.0.2', 37912) with name None
INFO 2021-06-29 07:16:39,537 judge_handler Judge connected from: ('113.169.222.240', 42484)
WARNING 2021-06-29 07:16:39,563 judge_handler Authentication failure: ('113.169.222.240', 42484)
INFO 2021-06-29 07:16:39,564 judge_handler Judge disconnected from: ('113.169.222.240', 42484) with name None
INFO 2021-06-29 07:17:00,103 judge_handler Judge connected from: ('66.42.48.198', 45740)
WARNING 2021-06-29 07:17:00,173 judge_handler Authentication failure: ('66.42.48.198', 45740)
INFO 2021-06-29 07:17:00,174 judge_handler Judge disconnected from: ('66.42.48.198', 45740) with name None
INFO 2021-06-29 07:17:28,900 judge_handler Judge connected from: ('172.17.0.2', 37938)
WARNING 2021-06-29 07:17:28,932 judge_handler Authentication failure: ('172.17.0.2', 37938)
INFO 2021-06-29 07:17:28,933 judge_handler Judge disconnected from: ('172.17.0.2', 37938) with name None
INFO 2021-06-29 07:17:46,206 judge_handler Judge connected from: ('113.169.222.240', 42486)
WARNING 2021-06-29 07:17:46,222 judge_handler Authentication failure: ('113.169.222.240', 42486)
INFO 2021-06-29 07:17:46,223 judge_handler Judge disconnected from: ('113.169.222.240', 42486) with name None
INFO 2021-06-29 07:18:00,349 judge_handler Judge connected from: ('66.42.48.198', 45742)
WARNING 2021-06-29 07:18:00,409 judge_handler Authentication failure: ('66.42.48.198', 45742)
INFO 2021-06-29 07:18:00,410 judge_handler Judge disconnected from: ('66.42.48.198', 45742) with name None
INFO 2021-06-29 07:18:29,028 judge_handler Judge connected from: ('172.17.0.2', 37952)
WARNING 2021-06-29 07:18:29,058 judge_handler Authentication failure: ('172.17.0.2', 37952)
INFO 2021-06-29 07:18:29,058 judge_handler Judge disconnected from: ('172.17.0.2', 37952) with name None
INFO 2021-06-29 07:18:51,772 judge_handler Judge connected from: ('113.169.222.240', 42488)
WARNING 2021-06-29 07:18:51,788 judge_handler Authentication failure: ('113.169.222.240', 42488)
INFO 2021-06-29 07:18:51,788 judge_handler Judge disconnected from: ('113.169.222.240', 42488) with name None
INFO 2021-06-29 07:19:00,591 judge_handler Judge connected from: ('66.42.48.198', 45744)
WARNING 2021-06-29 07:19:00,654 judge_handler Authentication failure: ('66.42.48.198', 45744)
INFO 2021-06-29 07:19:00,655 judge_handler Judge disconnected from: ('66.42.48.198', 45744) with name None
INFO 2021-06-29 07:19:29,178 judge_handler Judge connected from: ('172.17.0.2', 37978)
WARNING 2021-06-29 07:19:29,222 judge_handler Authentication failure: ('172.17.0.2', 37978)
INFO 2021-06-29 07:19:29,232 judge_handler Judge disconnected from: ('172.17.0.2', 37978) with name None
INFO 2021-06-29 07:19:57,925 judge_handler Judge connected from: ('113.169.222.240', 42492)
WARNING 2021-06-29 07:19:57,949 judge_handler Authentication failure: ('113.169.222.240', 42492)
INFO 2021-06-29 07:19:57,950 judge_handler Judge disconnected from: ('113.169.222.240', 42492) with name None
INFO 2021-06-29 07:20:00,833 judge_handler Judge connected from: ('66.42.48.198', 45758)
WARNING 2021-06-29 07:20:00,894 judge_handler Authentication failure: ('66.42.48.198', 45758)
INFO 2021-06-29 07:20:00,895 judge_handler Judge disconnected from: ('66.42.48.198', 45758) with name None
INFO 2021-06-29 07:20:29,324 judge_handler Judge connected from: ('172.17.0.2', 37988)
WARNING 2021-06-29 07:20:29,337 judge_handler Authentication failure: ('172.17.0.2', 37988)
INFO 2021-06-29 07:20:29,338 judge_handler Judge disconnected from: ('172.17.0.2', 37988) with name None
INFO 2021-06-29 07:21:01,076 judge_handler Judge connected from: ('66.42.48.198', 45768)
WARNING 2021-06-29 07:21:01,142 judge_handler Authentication failure: ('66.42.48.198', 45768)
INFO 2021-06-29 07:21:01,149 judge_handler Judge disconnected from: ('66.42.48.198', 45768) with name None
INFO 2021-06-29 07:21:04,249 judge_handler Judge connected from: ('113.169.222.240', 42494)
WARNING 2021-06-29 07:21:04,264 judge_handler Authentication failure: ('113.169.222.240', 42494)
INFO 2021-06-29 07:21:04,264 judge_handler Judge disconnected from: ('113.169.222.240', 42494) with name None
INFO 2021-06-29 07:21:29,459 judge_handler Judge connected from: ('172.17.0.2', 37996)
WARNING 2021-06-29 07:21:29,503 judge_handler Authentication failure: ('172.17.0.2', 37996)
INFO 2021-06-29 07:21:29,504 judge_handler Judge disconnected from: ('172.17.0.2', 37996) with name None
INFO 2021-06-29 07:22:01,335 judge_handler Judge connected from: ('66.42.48.198', 45770)
WARNING 2021-06-29 07:22:01,401 judge_handler Authentication failure: ('66.42.48.198', 45770)
INFO 2021-06-29 07:22:01,402 judge_handler Judge disconnected from: ('66.42.48.198', 45770) with name None
INFO 2021-06-29 07:22:10,813 judge_handler Judge connected from: ('113.169.222.240', 42496)
WARNING 2021-06-29 07:22:10,839 judge_handler Authentication failure: ('113.169.222.240', 42496)
INFO 2021-06-29 07:22:10,840 judge_handler Judge disconnected from: ('113.169.222.240', 42496) with name None
INFO 2021-06-29 07:22:29,593 judge_handler Judge connected from: ('172.17.0.2', 38004)
WARNING 2021-06-29 07:22:29,624 judge_handler Authentication failure: ('172.17.0.2', 38004)
INFO 2021-06-29 07:22:29,628 judge_handler Judge disconnected from: ('172.17.0.2', 38004) with name None
INFO 2021-06-29 07:23:01,601 judge_handler Judge connected from: ('66.42.48.198', 47482)
WARNING 2021-06-29 07:23:01,674 judge_handler Authentication failure: ('66.42.48.198', 47482)
INFO 2021-06-29 07:23:01,675 judge_handler Judge disconnected from: ('66.42.48.198', 47482) with name None
INFO 2021-06-29 07:23:17,587 judge_handler Judge connected from: ('113.169.222.240', 42500)
WARNING 2021-06-29 07:23:17,614 judge_handler Authentication failure: ('113.169.222.240', 42500)
INFO 2021-06-29 07:23:17,615 judge_handler Judge disconnected from: ('113.169.222.240', 42500) with name None
INFO 2021-06-29 07:23:29,722 judge_handler Judge connected from: ('172.17.0.2', 38038)
WARNING 2021-06-29 07:23:29,785 judge_handler Authentication failure: ('172.17.0.2', 38038)
INFO 2021-06-29 07:23:29,807 judge_handler Judge disconnected from: ('172.17.0.2', 38038) with name None
INFO 2021-06-29 07:24:01,872 judge_handler Judge connected from: ('66.42.48.198', 47484)
WARNING 2021-06-29 07:24:01,933 judge_handler Authentication failure: ('66.42.48.198', 47484)
INFO 2021-06-29 07:24:01,947 judge_handler Judge disconnected from: ('66.42.48.198', 47484) with name None
INFO 2021-06-29 07:24:24,361 judge_handler Judge connected from: ('113.169.222.240', 42502)
WARNING 2021-06-29 07:24:24,374 judge_handler Authentication failure: ('113.169.222.240', 42502)
INFO 2021-06-29 07:24:24,388 judge_handler Judge disconnected from: ('113.169.222.240', 42502) with name None
INFO 2021-06-29 07:24:29,940 judge_handler Judge connected from: ('172.17.0.2', 38056)
WARNING 2021-06-29 07:24:29,955 judge_handler Authentication failure: ('172.17.0.2', 38056)
INFO 2021-06-29 07:24:29,956 judge_handler Judge disconnected from: ('172.17.0.2', 38056) with name None
INFO 2021-06-29 07:25:02,133 judge_handler Judge connected from: ('66.42.48.198', 47488)
WARNING 2021-06-29 07:25:02,194 judge_handler Authentication failure: ('66.42.48.198', 47488)
INFO 2021-06-29 07:25:02,195 judge_handler Judge disconnected from: ('66.42.48.198', 47488) with name None
INFO 2021-06-29 07:25:30,093 judge_handler Judge connected from: ('172.17.0.2', 38062)
WARNING 2021-06-29 07:25:30,130 judge_handler Authentication failure: ('172.17.0.2', 38062)
INFO 2021-06-29 07:25:30,140 judge_handler Judge disconnected from: ('172.17.0.2', 38062) with name None
INFO 2021-06-29 07:25:31,050 judge_handler Judge connected from: ('113.169.222.240', 42504)
WARNING 2021-06-29 07:25:31,064 judge_handler Authentication failure: ('113.169.222.240', 42504)
INFO 2021-06-29 07:25:31,064 judge_handler Judge disconnected from: ('113.169.222.240', 42504) with name None
INFO 2021-06-29 07:26:02,377 judge_handler Judge connected from: ('66.42.48.198', 47490)
WARNING 2021-06-29 07:26:02,451 judge_handler Authentication failure: ('66.42.48.198', 47490)
INFO 2021-06-29 07:26:02,452 judge_handler Judge disconnected from: ('66.42.48.198', 47490) with name None
INFO 2021-06-29 07:26:30,205 judge_handler Judge connected from: ('172.17.0.2', 38074)
WARNING 2021-06-29 07:26:30,244 judge_handler Authentication failure: ('172.17.0.2', 38074)
INFO 2021-06-29 07:26:30,255 judge_handler Judge disconnected from: ('172.17.0.2', 38074) with name None
INFO 2021-06-29 07:26:36,601 judge_handler Judge connected from: ('113.169.222.240', 42506)
WARNING 2021-06-29 07:26:36,617 judge_handler Authentication failure: ('113.169.222.240', 42506)
INFO 2021-06-29 07:26:36,618 judge_handler Judge disconnected from: ('113.169.222.240', 42506) with name None
INFO 2021-06-29 07:27:02,629 judge_handler Judge connected from: ('66.42.48.198', 47492)
WARNING 2021-06-29 07:27:02,698 judge_handler Authentication failure: ('66.42.48.198', 47492)
INFO 2021-06-29 07:27:02,711 judge_handler Judge disconnected from: ('66.42.48.198', 47492) with name None
INFO 2021-06-29 07:27:30,386 judge_handler Judge connected from: ('172.17.0.2', 38100)
WARNING 2021-06-29 07:27:30,421 judge_handler Authentication failure: ('172.17.0.2', 38100)
INFO 2021-06-29 07:27:30,436 judge_handler Judge disconnected from: ('172.17.0.2', 38100) with name None
INFO 2021-06-29 07:27:42,757 judge_handler Judge connected from: ('113.169.222.240', 42508)
WARNING 2021-06-29 07:27:42,784 judge_handler Authentication failure: ('113.169.222.240', 42508)
INFO 2021-06-29 07:27:42,784 judge_handler Judge disconnected from: ('113.169.222.240', 42508) with name None
INFO 2021-06-29 07:28:02,887 judge_handler Judge connected from: ('66.42.48.198', 47494)
WARNING 2021-06-29 07:28:02,952 judge_handler Authentication failure: ('66.42.48.198', 47494)
INFO 2021-06-29 07:28:02,953 judge_handler Judge disconnected from: ('66.42.48.198', 47494) with name None
INFO 2021-06-29 07:28:30,519 judge_handler Judge connected from: ('172.17.0.2', 38130)
WARNING 2021-06-29 07:28:30,535 judge_handler Authentication failure: ('172.17.0.2', 38130)
INFO 2021-06-29 07:28:30,536 judge_handler Judge disconnected from: ('172.17.0.2', 38130) with name None
INFO 2021-06-29 07:28:48,987 judge_handler Judge connected from: ('113.169.222.240', 42510)
WARNING 2021-06-29 07:28:49,016 judge_handler Authentication failure: ('113.169.222.240', 42510)
INFO 2021-06-29 07:28:49,016 judge_handler Judge disconnected from: ('113.169.222.240', 42510) with name None
INFO 2021-06-29 07:29:03,137 judge_handler Judge connected from: ('66.42.48.198', 47496)
WARNING 2021-06-29 07:29:03,207 judge_handler Authentication failure: ('66.42.48.198', 47496)
INFO 2021-06-29 07:29:03,208 judge_handler Judge disconnected from: ('66.42.48.198', 47496) with name None
INFO 2021-06-29 07:29:30,630 judge_handler Judge connected from: ('172.17.0.2', 38152)
WARNING 2021-06-29 07:29:30,662 judge_handler Authentication failure: ('172.17.0.2', 38152)
INFO 2021-06-29 07:29:30,662 judge_handler Judge disconnected from: ('172.17.0.2', 38152) with name None
INFO 2021-06-29 07:29:55,537 judge_handler Judge connected from: ('113.169.222.240', 42512)
WARNING 2021-06-29 07:29:55,561 judge_handler Authentication failure: ('113.169.222.240', 42512)
INFO 2021-06-29 07:29:55,562 judge_handler Judge disconnected from: ('113.169.222.240', 42512) with name None
INFO 2021-06-29 07:30:03,385 judge_handler Judge connected from: ('66.42.48.198', 47498)
WARNING 2021-06-29 07:30:03,443 judge_handler Authentication failure: ('66.42.48.198', 47498)
INFO 2021-06-29 07:30:03,452 judge_handler Judge disconnected from: ('66.42.48.198', 47498) with name None
INFO 2021-06-29 07:30:30,710 judge_handler Judge connected from: ('172.17.0.2', 38160)
WARNING 2021-06-29 07:30:30,736 judge_handler Authentication failure: ('172.17.0.2', 38160)
INFO 2021-06-29 07:30:30,737 judge_handler Judge disconnected from: ('172.17.0.2', 38160) with name None
INFO 2021-06-29 07:31:02,263 judge_handler Judge connected from: ('113.169.222.240', 42526)
WARNING 2021-06-29 07:31:02,285 judge_handler Authentication failure: ('113.169.222.240', 42526)
INFO 2021-06-29 07:31:02,286 judge_handler Judge disconnected from: ('113.169.222.240', 42526) with name None
INFO 2021-06-29 07:31:03,635 judge_handler Judge connected from: ('66.42.48.198', 47500)
WARNING 2021-06-29 07:31:03,693 judge_handler Authentication failure: ('66.42.48.198', 47500)
INFO 2021-06-29 07:31:03,693 judge_handler Judge disconnected from: ('66.42.48.198', 47500) with name None
INFO 2021-06-29 07:31:30,782 judge_handler Judge connected from: ('172.17.0.2', 38178)
WARNING 2021-06-29 07:31:30,804 judge_handler Authentication failure: ('172.17.0.2', 38178)
INFO 2021-06-29 07:31:30,805 judge_handler Judge disconnected from: ('172.17.0.2', 38178) with name None
INFO 2021-06-29 07:32:03,881 judge_handler Judge connected from: ('66.42.48.198', 47502)
WARNING 2021-06-29 07:32:03,967 judge_handler Authentication failure: ('66.42.48.198', 47502)
INFO 2021-06-29 07:32:03,968 judge_handler Judge disconnected from: ('66.42.48.198', 47502) with name None
INFO 2021-06-29 07:32:09,043 judge_handler Judge connected from: ('113.169.222.240', 42528)
WARNING 2021-06-29 07:32:09,058 judge_handler Authentication failure: ('113.169.222.240', 42528)
INFO 2021-06-29 07:32:09,059 judge_handler Judge disconnected from: ('113.169.222.240', 42528) with name None
INFO 2021-06-29 07:32:30,888 judge_handler Judge connected from: ('172.17.0.2', 38186)
WARNING 2021-06-29 07:32:30,908 judge_handler Authentication failure: ('172.17.0.2', 38186)
INFO 2021-06-29 07:32:30,909 judge_handler Judge disconnected from: ('172.17.0.2', 38186) with name None
INFO 2021-06-29 07:33:04,132 judge_handler Judge connected from: ('66.42.48.198', 47504)
WARNING 2021-06-29 07:33:04,197 judge_handler Authentication failure: ('66.42.48.198', 47504)
INFO 2021-06-29 07:33:04,197 judge_handler Judge disconnected from: ('66.42.48.198', 47504) with name None
INFO 2021-06-29 07:33:15,805 judge_handler Judge connected from: ('113.169.222.240', 42530)
WARNING 2021-06-29 07:33:15,824 judge_handler Authentication failure: ('113.169.222.240', 42530)
INFO 2021-06-29 07:33:15,824 judge_handler Judge disconnected from: ('113.169.222.240', 42530) with name None
INFO 2021-06-29 07:33:30,984 judge_handler Judge connected from: ('172.17.0.2', 38194)
WARNING 2021-06-29 07:33:31,017 judge_handler Authentication failure: ('172.17.0.2', 38194)
INFO 2021-06-29 07:33:31,018 judge_handler Judge disconnected from: ('172.17.0.2', 38194) with name None
INFO 2021-06-29 07:34:04,373 judge_handler Judge connected from: ('66.42.48.198', 47506)
WARNING 2021-06-29 07:34:04,443 judge_handler Authentication failure: ('66.42.48.198', 47506)
INFO 2021-06-29 07:34:04,443 judge_handler Judge disconnected from: ('66.42.48.198', 47506) with name None
INFO 2021-06-29 07:34:22,511 judge_handler Judge connected from: ('113.169.222.240', 42538)
WARNING 2021-06-29 07:34:22,541 judge_handler Authentication failure: ('113.169.222.240', 42538)
INFO 2021-06-29 07:34:22,542 judge_handler Judge disconnected from: ('113.169.222.240', 42538) with name None
INFO 2021-06-29 07:34:31,107 judge_handler Judge connected from: ('172.17.0.2', 38202)
WARNING 2021-06-29 07:34:31,120 judge_handler Authentication failure: ('172.17.0.2', 38202)
INFO 2021-06-29 07:34:31,124 judge_handler Judge disconnected from: ('172.17.0.2', 38202) with name None
INFO 2021-06-29 07:35:04,618 judge_handler Judge connected from: ('66.42.48.198', 47508)
WARNING 2021-06-29 07:35:04,684 judge_handler Authentication failure: ('66.42.48.198', 47508)
INFO 2021-06-29 07:35:04,685 judge_handler Judge disconnected from: ('66.42.48.198', 47508) with name None
INFO 2021-06-29 07:35:28,327 judge_handler Judge connected from: ('113.169.222.240', 42540)
WARNING 2021-06-29 07:35:28,357 judge_handler Authentication failure: ('113.169.222.240', 42540)
INFO 2021-06-29 07:35:28,358 judge_handler Judge disconnected from: ('113.169.222.240', 42540) with name None
INFO 2021-06-29 07:35:31,208 judge_handler Judge connected from: ('172.17.0.2', 38210)
WARNING 2021-06-29 07:35:31,228 judge_handler Authentication failure: ('172.17.0.2', 38210)
INFO 2021-06-29 07:35:31,229 judge_handler Judge disconnected from: ('172.17.0.2', 38210) with name None
INFO 2021-06-29 07:36:04,868 judge_handler Judge connected from: ('66.42.48.198', 47510)
WARNING 2021-06-29 07:36:04,934 judge_handler Authentication failure: ('66.42.48.198', 47510)
INFO 2021-06-29 07:36:04,935 judge_handler Judge disconnected from: ('66.42.48.198', 47510) with name None
INFO 2021-06-29 07:36:31,351 judge_handler Judge connected from: ('172.17.0.2', 38218)
WARNING 2021-06-29 07:36:31,367 judge_handler Authentication failure: ('172.17.0.2', 38218)
INFO 2021-06-29 07:36:31,367 judge_handler Judge disconnected from: ('172.17.0.2', 38218) with name None
INFO 2021-06-29 07:36:34,658 judge_handler Judge connected from: ('113.169.222.240', 42542)
WARNING 2021-06-29 07:36:34,676 judge_handler Authentication failure: ('113.169.222.240', 42542)
INFO 2021-06-29 07:36:34,676 judge_handler Judge disconnected from: ('113.169.222.240', 42542) with name None
INFO 2021-06-29 07:37:05,281 judge_handler Judge connected from: ('66.42.48.198', 47512)
WARNING 2021-06-29 07:37:05,478 judge_handler Authentication failure: ('66.42.48.198', 47512)
INFO 2021-06-29 07:37:05,479 judge_handler Judge disconnected from: ('66.42.48.198', 47512) with name None
INFO 2021-06-29 07:37:31,426 judge_handler Judge connected from: ('172.17.0.2', 38256)
